theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
-1.3186067E+00,1.4130821E+00,1.1231678E+00,1.4948523E+00,-5.4485201E-01,-5.5896294E-01,7.9779555E-01,-1.1353936E+00,3.7240221E-01
-1.0274824E+00,-7.7027395E-01,-7.4984896E-01,6.6538282E-01,4.1487012E-01,-1.1280629E+00,2.3238213E-01,-5.2615708E-01,1.2563191E+00
4.3755642E-01,5.0897787E-01,1.3583107E+00,-9.8084035E-01,1.5280755E+00,1.5789551E-01,6.4673743E-01,4.6131857E-01,6.3327629E-01
-4.5772926E-01,-1.6581594E-01,-8.2644502E-01,-1.0470271E+00,-1.542591E-01,-8.9603575E-01,-1.9466567E-01,-6.9531514E-02,9.4716396E-01
7.04763E-01,-2.758403E-01,-1.0803276E+00,-1.3246731E+00,-8.1868927E-01,1.1223456E+00,-1.3480175E+00,5.6311498E-02,5.9089784E-01
1.1475209E+00,9.4291074E-01,1.3395095E+00,6.8678019E-01,4.6527901E-01,1.1395801E+00,1.0365609E+00,8.0795495E-01,3.0455553E-01
1.4628463E-01,1.3074617E+00,4.8398345E-01,5.0319194E-01,5.2013148E-01,-1.3676248E+00,1.3474273E+00,1.3353149E+00,8.6902752E-01
-1.2612436E+00,-9.3202526E-01,7.2642173E-01,-2.0548707E-02,-1.2025902E+00,1.3626794E+00,-1.5300886E+00,-9.0087669E-01,5.7946117E-01
-1.3958194E+00,-5.6762567E-01,7.4088261E-01,2.1307474E-01,1.0741971E+00,3.4236268E-01,8.7859636E-01,1.4419895E+00,7.3284478E-01
-1.2641917E+00,9.3227434E-01,-1.2592953E+00,-2.6848955E-01,-7.0202157E-01,-1.3081317E+00,1.0835712E+00,1.2720921E+00,8.5688357E-01
-6.7819829E-01,-1.5293812E+00,-6.6525857E-02,-1.1768003E+00,9.4543648E-01,-9.042867E-01,-2.3148125E-01,1.513573E+00,5.3023062E-01
-7.805796E-01,2.0100394E-01,3.0691227E-01,9.8434822E-01,-2.2477635E-01,6.7865423E-01,-1.2137405E+00,1.1463866E+00,8.6565788E-01
8.9599801E-02,1.0611151E+00,-2.2053718E-01,3.1365774E-01,1.5198493E+00,-9.8125785E-01,-9.7517703E-01,-6.8730688E-02,9.8708443E-01
1.0809711E+00,-6.591706E-01,5.1091382E-01,5.324017E-02,-1.8308952E-01,1.3607669E+00,-1.1145868E-01,9.4942727E-01,6.0540201E-01
5.0150178E-02,-1.4245744E+00,9.5578897E-01,-5.4636812E-01,-1.5663391E+00,-3.8501004E-01,-8.9679419E-01,8.7509696E-01,5.9256663E-01
9.2721715E-01,-7.4466312E-01,9.8205802E-01,6.6329671E-02,1.0844098E+00,8.1713566E-01,9.4164577E-01,-1.1821689E+00,3.2314324E-01
1.4391062E+00,5.5205187E-01,-4.7859247E-01,-4.6261927E-01,1.2972645E+00,-1.4439665E+00,-1.103393E+00,-1.2801702E+00,5.8793666E-01
-6.4261845E-02,1.2126491E+00,-1.2264503E+00,1.9975012E-01,4.7100469E-01,5.9083453E-02,9.4945382E-02,9.4813887E-01,1.0035491E+00
6.5905046E-01,1.4820192E+00,-9.6073264E-01,-1.1622863E+00,-6.3761471E-01,2.7230834E-01,-1.8202491E-01,1.2120945E+00,7.5430004E-01
-5.9460548E-01,-1.3914777E+00,7.5268548E-01,-1.2198429E-01,-4.1783426E-01,-6.142723E-01,6.1851358E-01,-1.5567862E+00,6.1543131E-01
-1.2799492E-01,-5.4987954E-01,-8.0872461E-01,1.2700228E+00,-1.080816E+00,-8.0110281E-01,-1.7237782E-01,1.4188063E+00,1.0248996E+00
7.803773E-01,7.4014871E-01,1.4369199E+00,1.2933906E+00,-5.8583705E-01,7.3126744E-01,-6.0558241E-01,1.189772E+00,3.2959757E-01
-3.4803239E-01,-1.0275192E+00,8.9016719E-01,1.3354571E+00,-4.1195153E-01,5.0131937E-01,7.3663972E-01,2.6147264E-01,2.5082645E-01
2.6521526E-01,-1.7970685E-01,7.7570271E-01,1.4893988E+00,4.0085603E-01,-7.6812054E-02,-3.1283609E-01,-5.1740372E-01,4.3966042E-01
-4.4716712E-01,-1.2625152E+00,-3.7408951E-01,1.1501888E-01,-1.5288962E+00,2.143973E-01,1.1899982E+00,-7.5862279E-02,8.2658311E-01
-8.481838E-01,-7.7685515E-01,-9.9555929E-01,1.0427637E+00,-1.0724075E+00,-3.1349841E-02,9.217103E-01,4.6929731E-01,4.9238139E-01
1.1223653E+00,-1.4543907E-01,-2.4259749E-01,-1.2157639E+00,-6.3588672E-01,8.9079285E-01,-8.3732684E-03,-1.0592489E+00,8.2366028E-01
1.4713115E+00,-2.354039E-01,4.5118917E-01,-4.2518805E-01,3.5008701E-01,-1.2751868E+00,6.4214787E-01,6.0850393E-01,6.499962E-01
8.5611265E-01,-1.1681669E+00,-6.6830241E-01,9.876552E-01,-2.9065954E-01,-1.188883E-01,1.2085103E+00,1.2415401E+00,7.5231258E-01
1.9088751E-01,-1.5688899E+00,-9.6481057E-01,-6.5463881E-01,6.1735903E-02,-1.0273006E-01,1.0357287E+00,1.0682513E-01,1.1292861E+00
6.8033494E-01,-9.4600167E-01,1.3299874E+00,-6.5701043E-01,8.6974536E-01,1.2918224E+00,-7.2765615E-02,1.5604836E+00,4.3963759E-01
-1.0078986E+00,1.5033856E-01,6.6599327E-01,3.2387865E-01,-2.0349491E-02,1.1220013E-01,-8.9214545E-01,1.0320717E+00,8.8394746E-01
-2.8431872E-01,8.9969308E-01,-1.4574636E-01,-9.5164822E-01,4.1970196E-01,7.919375E-01,5.3317217E-01,1.2957215E+00,9.2949341E-01
-1.8226164E-01,6.5616912E-01,8.8312822E-01,-5.0338609E-01,1.0553021E+00,-8.3455194E-01,1.2024956E+00,-3.2819573E-01,7.6430112E-01
-2.1860486E-01,1.2442686E+00,-1.2892773E+00,-1.0100658E-01,-9.6957913E-01,8.9679392E-01,4.7829607E-01,6.5113975E-01,5.3027592E-01
-1.5700012E+00,-1.1594074E+00,-1.3186569E+00,-1.1575286E+00,-2.753835E-01,-9.4612065E-01,-6.1363182E-01,1.5385427E+00,9.699774E-01
-7.7283326E-01,1.1382229E+00,1.2694148E+00,1.300359E+00,-8.044694E-01,1.2922736E+00,5.3871853E-01,-1.6233477E-01,5.8372284E-01
1.4769628E+00,9.5420829E-01,4.9815253E-01,-9.2667969E-01,6.9763297E-01,1.4124893E+00,1.7238607E-01,-1.4580256E+00,4.3533605E-01
-1.5517484E+00,-4.5178886E-01,1.0510588E-01,1.3107497E+00,6.9362554E-01,-1.3081079E+00,7.4422999E-01,-6.1373092E-01,1.0962874E+00
1.266868E+00,1.4121515E-02,9.394958E-01,9.2308705E-01,-6.859279E-01,-5.042765E-01,-1.548467E+00,-1.1268227E+00,5.0463876E-01
-1.4652587E+00,-1.4207339E+00,4.6126732E-01,1.1395279E+00,1.2547563E+00,6.4182E-01,-1.3197618E-01,-9.8927693E-01,4.6287688E-01
3.4196574E-01,9.7183834E-01,-9.3079879E-01,8.9625165E-01,-8.2286803E-01,-1.1603701E+00,-1.5926081E-01,-1.4691021E+00,6.0247126E-01
1.4451626E+00,5.4672793E-01,1.1961414E+00,-6.3525142E-01,-6.520717E-01,6.664632E-01,-5.9494644E-02,-1.4226038E+00,3.9715159E-01
1.1946208E+00,-3.0212983E-01,4.9746767E-01,-1.538797E+00,-1.4939206E+00,1.4691123E+00,-9.0001289E-01,9.5921738E-01,3.4665552E-01
7.383771E-02,-1.0823515E+00,1.1610471E+00,-9.7012588E-01,-7.1565993E-01,-1.5484762E+00,2.519206E-01,-1.0869161E+00,6.7430396E-01
6.1292313E-02,-1.2596424E+00,1.2870563E+00,-3.9849648E-02,1.0618404E+00,-2.8515484E-01,-8.3736748E-01,5.6159078E-01,7.4267051E-01
-3.0249334E-01,3.8269176E-01,-1.4524788E+00,-5.9379616E-01,-1.0362083E+00,1.4730475E+00,6.9978923E-01,1.3119176E+00,7.8445267E-01
-9.0858497E-01,1.0602051E+00,1.5050054E+00,9.0775158E-01,1.4367074E+00,-1.3825992E+00,-7.6528498E-01,-1.4399256E+00,6.040598E-01
6.9423963E-01,-2.4701813E-01,-1.4777484E+00,1.0068264E+00,4.5957458E-01,1.0153474E+00,-4.6434724E-01,-1.1413826E+00,7.6670162E-01
2.1036378E-01,1.5517163E+00,9.1453687E-01,1.1132295E+00,-1.1063883E+00,-1.875539E-01,-5.6797445E-01,-6.5338634E-01,7.0675138E-01
1.2922739E+00,1.3358456E+00,-1.191699E+00,-1.2783044E+00,1.9110879E-02,-1.2009466E+00,1.3534625E+00,1.5436478E+00,8.2299637E-01
1.4168167E+00,-1.4052231E+00,-1.2316938E+00,8.8972722E-01,7.5409849E-01,4.2345783E-01,-6.2868013E-01,8.1570834E-01,1.2506521E+00
-8.3482474E-01,9.0887022E-01,-1.1232612E+00,-3.3565792E-01,9.4852271E-01,1.3484223E+00,-1.0509096E+00,-3.0020749E-01,1.1360972E+00
-5.4657269E-01,9.5834001E-01,-8.2122805E-01,8.9771926E-01,1.3800172E+00,-5.1652395E-01,-6.0346608E-01,-1.8955563E-01,1.1923939E+00
-2.3021317E-01,-1.2504163E-01,-1.3632957E+00,-1.1018525E+00,-4.2989114E-01,-9.9756121E-01,-1.3932818E+00,-2.8654977E-01,8.250145E-01
1.2493376E+00,1.5082778E-01,-1.274896E+00,8.5310966E-01,4.8266275E-01,6.6877509E-01,5.4404933E-01,1.9502058E-02,7.2938236E-01
-7.8866976E-01,-3.0273493E-01,-1.5150352E+00,-1.4866094E-02,5.2065537E-01,-5.1557646E-01,-1.3391134E+00,1.0454493E+00,8.2124895E-01
-7.9329798E-01,1.3140874E+00,-5.8846835E-01,1.4729738E+00,1.3191943E+00,-7.810665E-01,-1.0874092E-01,-6.1818736E-02,1.1595476E+00
-3.9914246E-02,4.7087717E-01,-6.5390589E-01,5.205575E-01,1.4789905E+00,1.330974E+00,7.9829207E-01,8.7966722E-01,6.796905E-01
1.4620967E+00,3.6070613E-01,-9.0513711E-01,-3.2564451E-01,1.1123631E+00,1.5410087E+00,-8.4740461E-01,2.3196641E-01,1.0989807E+00
-7.9057352E-02,-8.8590781E-01,-1.0477485E+00,-4.5293567E-01,-1.3089441E-01,4.4287598E-01,-1.489831E+00,-5.7015539E-02,1.0303979E+00
1.767794E-01,-1.4450389E+00,-8.8245453E-01,-4.1081987E-01,-8.2746919E-01,9.8358294E-01,-1.095772E+00,-7.4401911E-02,8.9133302E-01
-8.1531681E-01,8.8442904E-01,4.5587685E-02,5.7117171E-01,5.5593055E-01,1.7864965E-02,-6.2317283E-01,-1.1903535E-01,9.9174819E-01
5.9753298E-01,-1.4175289E+00,-3.5638434E-01,-1.0242849E+00,4.2812991E-01,-1.3364333E+00,4.0409357E-01,5.6739997E-01,6.0822335E-01
-9.3488054E-01,1.4304432E+00,1.2656119E+00,7.706679E-01,1.3321647E+00,9.5228897E-01,-5.2270837E-01,1.557637E+00,5.9371007E-01
-1.432445E+00,-1.1493774E+00,-5.8532523E-01,-1.7108339E-01,-4.3866395E-01,-1.2938612E+00,-1.2665811E+00,3.1396452E-01,8.8968257E-01
-1.0792936E+00,6.6830088E-02,-1.2345063E+00,-8.4128038E-01,6.9300509E-01,1.7972092E-01,3.6604763E-03,-1.074045E+00,1.2484089E+00
-1.3233357E-01,-1.476881E+00,-1.2696899E+00,9.0921232E-01,1.4526643E+00,1.4990201E+00,-1.3102276E+00,1.1681595E-01,1.3882997E+00
1.1732962E-01,-2.1458022E-01,1.1604634E+00,4.2486184E-01,-1.528515E+00,-1.54169E+00,1.5685288E+00,-1.6974954E-01,4.6252633E-01
-9.6122602E-01,9.8600157E-02,9.0178628E-01,-1.8718393E-01,-9.4856975E-01,6.7195176E-01,1.1600667E+00,-4.1435158E-01,2.4524499E-01
-1.2562578E+00,1.5535112E+00,1.2789681E+00,-1.266062E+00,9.7087365E-01,-5.3234175E-01,5.1685637E-01,9.0394081E-01,6.8884507E-01
7.1914296E-01,8.6795707E-02,8.3931051E-01,-6.9637597E-01,4.1185352E-02,1.8816804E-01,3.0124159E-01,-2.0895543E-01,7.0041102E-01
9.2884194E-01,1.0764601E+00,5.4076887E-01,-1.5582657E+00,1.0518279E+00,-1.0436168E+00,-1.2799763E+00,3.8673678E-01,1.4556544E-01
4.725189E-01,-3.6797961E-01,7.4827342E-02,-1.4556617E+00,3.2885477E-01,-5.5516638E-01,1.0651701E+00,-7.0187331E-02,9.197008E-01
-3.2108687E-01,1.162578E+00,9.8607234E-01,1.4177174E+00,1.0005956E+00,-1.5124473E-01,1.5189526E+00,-1.5412335E+00,3.2850497E-01
7.4913445E-01,-1.2580088E+00,1.0164965E+00,-1.403721E+00,6.5186713E-02,-4.2176968E-01,4.5435605E-01,-1.0807638E+00,6.6866406E-01
-8.0063033E-01,-4.3526551E-01,2.7625995E-01,1.0217663E+00,-8.2274862E-01,-1.2500368E+00,-8.4963025E-01,2.9133818E-01,1.0494967E+00
-7.5266017E-01,1.2618305E+00,-1.7301803E-01,8.8135929E-01,1.3547654E+00,-1.5380598E+00,-1.1969715E+00,-1.2220747E+00,9.2741191E-01
1.2342072E+00,-1.3062146E+00,1.2006884E+00,3.96172E-01,-7.2169821E-01,-1.1462611E+00,1.2600015E+00,3.2380731E-01,5.9862377E-01
-6.1563276E-01,-9.9291987E-02,1.5198787E+00,1.4279039E+00,1.074464E-01,-9.6334846E-01,-6.3012169E-01,9.9099567E-01,6.266187E-01
1.4663433E+00,-6.1472831E-01,3.1062275E-01,1.550842E-01,-5.6419227E-01,7.7093814E-01,-1.4648305E-01,-1.0599608E+00,5.3690438E-01
-9.62524E-01,9.5957904E-01,-6.9050736E-01,-1.0218111E+00,-1.0529064E+00,1.2292309E+00,1.0679427E+00,1.2111544E+00,8.1866999E-01
-1.0803315E+00,-1.2917364E+00,-3.1400831E-01,1.5072976E+00,3.9290468E-01,5.707164E-01,9.9402603E-01,1.4927724E+00,8.170594E-01
1.2742795E+00,1.3338998E+00,3.3797609E-01,-6.527971E-01,-7.8831436E-02,7.4819879E-01,-3.9417946E-01,2.6740982E-01,9.0533195E-01
5.7901052E-01,4.4902189E-01,3.6459027E-01,-1.1193417E+00,8.3214878E-01,-8.1836159E-01,6.4476095E-01,-1.262211E+00,8.2475491E-01
-1.2242553E+00,6.052939E-01,1.5629499E+00,-9.1845946E-01,-4.4603085E-01,-3.1065417E-01,1.1442303E+00,1.1957031E+00,6.3329051E-01
1.3729711E+00,6.9759287E-01,-1.4988764E+00,1.2382315E+00,-6.0036907E-01,1.6227458E-01,1.3893439E+00,-5.8547008E-01,8.8187021E-01
5.2676026E-01,1.956569E-02,8.1518139E-01,1.0463054E+00,3.9267067E-01,4.4645639E-01,-7.5587984E-01,-5.2751997E-01,5.0732564E-01
2.5165047E-01,-1.0266712E+00,2.6813956E-01,-1.3807003E+00,-8.7029132E-01,1.4692501E+00,5.2830363E-01,-4.5364284E-01,8.0305279E-01
9.0580408E-01,1.5063728E+00,-1.5638149E+00,1.5144765E+00,2.6916046E-01,7.6816046E-01,1.0582517E+00,2.7014101E-01,9.4317809E-01
-3.0879662E-01,-4.8786958E-01,-4.7339895E-01,6.2366517E-01,-1.1350672E-01,-1.4728759E+00,1.479619E+00,6.5858639E-01,9.2405315E-01
-3.3727403E-02,-6.7150047E-02,1.238065E+00,-1.5541261E+00,-7.6075639E-01,1.1245272E+00,-8.9166303E-01,1.0305268E+00,5.6823524E-01
-1.3697842E+00,-7.590807E-01,1.3910722E+00,-9.9641369E-01,2.4941981E-01,1.0676687E-01,-7.8353744E-01,4.6335291E-01,7.613626E-01
-3.7200479E-01,1.3837097E-01,1.7499807E-02,1.1056167E+00,1.1141818E+00,5.8141872E-01,6.4260917E-01,-4.3580445E-01,4.0646879E-01
-5.151452E-01,8.2241038E-01,-1.1904505E+00,-4.2055513E-01,-9.8101597E-01,1.551302E+00,-4.6328861E-01,-1.5129323E+00,8.5135328E-01
1.8392614E-01,-7.5649978E-01,9.027755E-01,3.1334411E-01,-8.5713555E-01,6.5505717E-01,1.5165376E+00,1.9813094E-01,2.9676016E-01
-8.0487378E-02,-4.6628793E-01,-9.44729E-01,1.0651373E+00,1.466737E+00,1.405168E+00,7.0704412E-01,-1.0148058E-01,4.1863182E-01
1.2750765E+00,1.3723506E+00,-4.5104579E-01,9.6807494E-01,-6.293257E-01,1.3064956E+00,-1.3544347E+00,3.0072991E-01,6.4704032E-01
1.4073143E+00,-4.7756786E-01,-6.3492486E-02,1.2718007E-01,6.6549475E-01,-1.4610487E+00,-3.609795E-03,-4.5496277E-01,8.7249415E-01
-3.2022299E-01,2.8626039E-01,1.0232942E+00,1.2324798E+00,9.00405E-01,-1.1570185E+00,-9.7956383E-01,7.7233791E-02,7.5563338E-01
-4.3963134E-01,1.3999782E+00,1.4271634E+00,-1.373547E+00,5.4993921E-02,4.488404E-01,1.5577719E+00,5.9055684E-01,5.1337096E-01
1.4197607E-01,-1.0957894E+00,2.7469324E-01,-7.8188986E-01,6.5458405E-01,6.9668891E-01,-5.6070697E-01,1.1976814E+00,9.0030062E-01
-1.4185313E+00,-9.1585963E-01,-1.3718353E+00,5.9238984E-02,-2.634138E-01,5.3471421E-01,9.7593533E-01,1.2464609E+00,9.0271712E-01
2.9158189E-01,9.5126458E-01,-2.8669052E-01,-2.5526474E-01,-6.9175644E-01,-1.1549194E+00,2.8992103E-01,1.1284164E+00,7.1526455E-01
-2.6774875E-01,3.3885642E-01,7.9552944E-01,1.1810984E+00,6.8387026E-01,1.1700376E+00,9.261495E-02,-4.9988806E-01,2.7645144E-01
-1.2925E+00,-5.4769174E-01,-1.5506337E-01,-1.0039413E+00,-1.2800601E+00,-1.5485258E+00,1.491094E+00,-9.9987285E-01,8.3290396E-01
1.0657923E+00,-1.8858663E-01,1.3718354E+00,2.5194074E-01,-3.4363096E-01,-1.1187614E+00,3.322346E-01,-4.8385066E-01,4.1776307E-01
-5.902087E-01,2.9150065E-01,2.8954264E-01,-4.9892379E-01,-1.1582656E+00,-5.9151046E-01,1.2568186E+00,1.5054134E+00,5.9173541E-01
1.5120523E+00,1.5084885E+00,1.620603E-02,-5.0138681E-01,1.4792971E+00,-1.5171967E+00,-7.1900789E-01,-9.0391452E-01,6.4392147E-01
7.1985531E-01,5.1418791E-01,-9.4381116E-01,-1.0566362E+00,-1.792171E-02,7.8264105E-01,1.3413985E+00,6.5078856E-01,7.8244376E-01
3.3489539E-01,-5.6515552E-01,-7.3278741E-01,5.3802793E-01,3.8271795E-01,-3.690818E-04,8.1594379E-01,-1.2222341E+00,6.7208067E-01
-1.1472634E+00,-1.5341814E+00,-9.1472103E-01,1.1316994E+00,1.5004646E+00,8.0027549E-02,5.1529873E-01,7.85339E-01,1.3238454E+00
1.0397517E+00,1.2058704E+00,1.2381239E+00,1.2692672E+00,7.4457687E-01,4.2135882E-01,-7.4511001E-01,1.3617564E+00,7.0416095E-01
1.5679537E+00,6.4893076E-01,-7.6152237E-01,1.1593328E+00,1.1398511E+00,6.2786436E-01,-6.7560652E-01,5.3807346E-01,1.1250895E+00
9.1944358E-01,-1.0303874E+00,-5.7928982E-02,7.4868169E-01,4.547484E-02,-9.3488032E-02,-1.2029485E+00,-1.2445655E+00,8.6910048E-01
-4.0597331E-01,-1.2622219E+00,2.8132278E-01,1.0145369E+00,8.8862052E-01,-4.5703127E-01,1.3343387E+00,-6.8878846E-01,2.8391872E-01
3.4589367E-01,1.0123805E+00,9.5092412E-02,-1.2433882E+00,-8.6416519E-02,-1.3055672E-01,1.5416716E+00,3.0125064E-01,9.1959843E-01
1.4885211E+00,2.1328489E-01,-8.5249917E-01,2.4904325E-01,-9.8662649E-01,-1.4350534E+00,-9.8148083E-01,-1.1279286E+00,8.728978E-01
1.0726152E+00,1.2190288E-01,8.5055017E-01,1.0684823E+00,-9.0534965E-01,-9.3530172E-01,7.5471959E-01,-7.2653712E-01,3.3429183E-01
9.8519383E-01,5.0333774E-01,9.5011917E-01,6.3892432E-01,-1.4782674E+00,9.1365957E-01,-1.1790299E+00,4.6121747E-01,5.3827048E-01
-1.1821046E+00,-7.1167626E-01,-6.2530365E-02,4.3732751E-01,-1.5248311E+00,-2.2857052E-01,1.2116581E+00,1.3730074E+00,4.6156103E-01
-2.0054339E-01,-1.0997419E+00,1.4856861E+00,-1.1634288E+00,1.2770152E+00,5.831329E-01,5.3395504E-01,1.1377292E+00,5.1891933E-01
3.9608994E-01,-1.3717187E+00,5.4815734E-01,-4.7458994E-01,-5.6723621E-01,-1.054424E+00,-1.3479129E+00,-1.0599721E+00,5.2069963E-01
4.8755109E-02,-1.4697601E+00,-1.4109011E+00,7.0612874E-02,1.1947597E+00,2.004742E-02,-3.4689486E-01,1.0209473E+00,1.3120422E+00
-5.2856572E-01,8.5693905E-02,-2.7365272E-01,-7.3145349E-01,-7.3444816E-01,7.8658211E-01,5.3400292E-01,-3.1781875E-01,7.4347033E-01
8.2000234E-01,1.4080196E+00,1.038896E-02,-4.8675956E-01,-5.5270999E-01,2.6358642E-01,-5.4309795E-01,-8.722736E-01,7.5227336E-01
-3.8771064E-01,-1.0317704E+00,-1.321933E+00,-2.607013E-01,2.9274732E-01,4.5136261E-01,-1.5205333E+00,1.5104941E+00,9.5218002E-01
-5.8959116E-01,6.2589193E-01,-3.8491795E-01,9.1506154E-01,4.7016392E-01,-8.9482902E-01,1.2534635E+00,-3.353477E-01,9.1591989E-01
-6.7537026E-01,1.3135146E+00,-7.7678706E-01,1.3431905E+00,9.3948234E-01,-5.8730972E-01,-5.5953397E-01,-1.7161374E-01,1.101706E+00
-3.737472E-01,2.6868396E-01,9.9897514E-01,-4.8245277E-01,2.3494155E-01,-3.0323999E-02,-1.3006777E+00,-3.3007412E-01,7.6949876E-01
-1.5254231E+00,1.3026092E+00,1.1040114E+00,-1.3311506E-01,-3.1925592E-01,-7.1743582E-01,-1.2879402E+00,4.9684698E-01,6.7136523E-01
7.5100768E-01,-8.0632565E-01,8.7299359E-01,-4.507917E-01,1.0603766E-01,-5.1121542E-01,-8.3780824E-01,1.5391606E-01,6.6971371E-01
-7.3327813E-01,9.1554221E-01,1.1655221E+00,1.0654522E+00,8.9184953E-01,2.5836302E-01,-4.2487311E-01,1.336407E+00,6.1698553E-01
2.6245586E-01,-2.8763332E-03,1.0993804E+00,-2.3218086E-02,7.7645216E-01,6.261467E-01,-2.2363534E-03,-1.3950072E+00,1.7686445E-01
2.9963491E-01,-1.2186424E+00,-1.5608001E+00,-6.6888611E-01,-3.4440469E-01,-6.8772487E-01,1.1272092E-01,-1.8084423E-01,9.7818116E-01
-9.0724291E-03,1.4613362E+00,-6.8980247E-02,-1.3502527E+00,1.5455674E+00,-6.7247909E-01,1.2020099E-01,-1.5288196E+00,1.0330601E+00
1.457724E+00,-2.9435143E-01,-1.0332147E-01,1.1687672E+00,-1.4786241E+00,1.0942469E+00,1.7402867E-01,2.1542422E-01,4.2327299E-02
-1.313513E+00,8.4396434E-01,7.7683001E-01,-9.0836729E-01,-1.2371518E+00,1.2492053E-01,7.7140176E-02,1.5200858E+00,5.0670241E-01
-2.4225265E-01,2.1783437E-01,-2.7711765E-01,1.2113056E+00,1.3917224E+00,9.5543114E-01,-9.8283136E-01,6.5031624E-01,1.0715221E+00
-3.6163292E-02,1.1868007E+00,1.4655667E+00,8.9362583E-01,1.5206789E+00,1.2511739E+00,4.7422214E-02,2.6417678E-01,2.859378E-01
-1.4690628E+00,5.8690229E-01,-1.448991E+00,-7.850773E-01,1.1945429E+00,-1.341015E+00,-9.3938986E-01,9.4879969E-01,5.6558008E-01
-7.6194404E-01,-5.3411753E-01,4.342496E-01,-1.0503176E-01,-1.236393E+00,-6.5284017E-01,1.3192932E+00,-2.4784012E-01,4.1850913E-01
-8.6175211E-01,-1.3830683E+00,5.132719E-01,3.062917E-01,-1.5635154E+00,1.2983282E+00,-5.5226401E-04,3.0294578E-01,1.413705E-01
-7.2560981E-01,-5.8534896E-01,-2.5267982E-01,-1.225775E+00,1.419054E+00,-5.0093017E-01,1.4287674E-01,-9.118931E-01,1.2575211E+00
3.3867839E-01,1.5081826E+00,6.4353809E-01,9.6367549E-01,-9.3019935E-01,3.350192E-01,1.1526653E+00,-1.4983575E+00,6.3772068E-01
-3.9814785E-01,-1.4866949E+00,-5.5885546E-01,-1.5577881E+00,-1.2953764E+00,9.3372888E-01,-1.3564576E+00,1.1271081E-01,4.1065849E-01
-7.8558411E-02,1.3466113E+00,6.782896E-01,2.8914064E-01,-1.5431304E-01,9.259477E-01,5.550339E-01,-4.9770763E-02,4.6082917E-01
-8.6229083E-01,4.6277909E-01,-8.2642355E-01,-4.5716427E-01,1.4161988E+00,-1.0469364E+00,1.0661164E+00,-8.3357256E-01,1.2028231E+00
-3.5511646E-01,-6.5518416E-01,-7.1946033E-01,7.7575858E-01,1.3480246E+00,2.0069621E-01,-1.4262577E+00,-1.4923754E+00,1.1464483E+00
5.8365505E-01,-3.9797116E-01,2.040687E-02,5.648981E-01,-9.1704219E-01,-9.6934615E-01,-7.6183687E-01,1.2187203E-01,8.7764872E-01
1.4381016E+00,-2.5045212E-01,5.4465972E-01,3.4944822E-01,-7.4491184E-02,4.9874237E-01,9.394371E-01,-1.5133903E-02,4.5902988E-01
-1.2401024E+00,3.8532203E-01,-5.0512582E-01,1.5394855E+00,1.5221441E+00,5.9374072E-01,-5.2534583E-01,1.1349894E-01,1.1523879E+00
-1.075744E+00,1.2848746E+00,-1.066339E+00,-2.4642246E-02,6.8683186E-01,1.3020821E+00,1.5296186E+00,6.2992756E-01,5.5968526E-01
-1.6449878E-01,-4.2091954E-01,8.2665227E-01,5.2800593E-01,1.3717125E+00,-2.4033897E-01,6.47105E-01,2.5247404E-02,4.5782274E-01
-1.2937842E-01,4.7196485E-01,1.4220618E+00,-8.035656E-01,1.3643545E+00,7.1112511E-01,-3.0000581E-01,2.1810674E-01,6.8667491E-01
-4.809449E-01,-2.0826806E-01,-6.4357823E-01,1.7982903E-01,2.2061839E-01,1.2613418E+00,5.8550302E-02,-5.1862946E-01,6.3581777E-01
7.7023687E-02,-6.2701272E-01,-1.1576989E-01,1.7445089E-01,8.5387604E-01,-9.5623613E-02,7.3642998E-01,1.3143307E+00,9.3428505E-01
2.0092662E-01,-1.301024E+00,-1.0987323E+00,8.9015894E-01,2.9941631E-01,1.3493711E+00,-6.9634408E-01,1.4177777E+00,1.0655022E+00
-2.384447E-01,-8.2527337E-01,-1.123798E-01,6.3712889E-01,-5.4153007E-01,-2.78122E-01,-1.0223863E+00,-3.89816E-01,1.0453433E+00
1.1321897E+00,-2.3791906E-01,-6.7012804E-01,-1.4641404E+00,-3.0202165E-01,2.9348794E-01,1.2652484E+00,-1.4168332E+00,8.5266194E-01
8.5574659E-02,5.4173869E-01,-2.3233907E-01,2.8748005E-01,7.3577837E-01,3.5139084E-01,-4.1069818E-01,5.5674278E-01,1.0755741E+00
-5.9613746E-01,6.6667122E-01,7.6890346E-02,-9.2251929E-02,9.1836732E-01,-3.6835975E-01,-5.2525231E-01,1.5129772E+00,7.1589008E-01
-7.4333178E-01,-1.3177887E+00,1.1014639E+00,1.4685938E+00,3.5490448E-01,1.0568611E+00,-4.0282367E-02,5.5632926E-01,8.9532837E-02
9.368381E-01,1.5406654E-01,-1.1016786E+00,-8.3786718E-01,-1.0049045E+00,9.8851829E-02,1.5582658E+00,8.4612969E-01,7.3202031E-01
-2.2446257E-01,7.2395869E-01,6.3486895E-01,-1.415494E+00,-2.2773604E-01,-4.9982867E-01,1.456178E+00,-1.0882909E+00,6.1596786E-01
5.1041085E-01,1.8533813E-01,1.3938142E+00,1.0738085E+00,-1.0998123E+00,-1.6545099E-03,9.7709841E-01,-5.5255205E-01,4.8937035E-01
